Initialized empty Git repository in C:/warren-bank-releases/.git/
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/ce7f3c0c-00cb-432a-a46c-c159e9272a19?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T102832Z&X-Amz-Expires=300&X-Amz-Signature=2ff617e8f3326375e1ae69c6ea4ead483cabbea572148ea2bb18ab6709732db5&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.38-16API-withDecoderExtensions-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4539727/4539727] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.38/ExoPlayer-AirPlay-Receiver-002.00.38-16API-withDecoderExtensions-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/5f5a8097-0ab0-403d-bff1-eed53660c334?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T102835Z&X-Amz-Expires=300&X-Amz-Signature=9e0436e5bcc51a08fc73bf11de8cf9c12e6954487a501977a8790581d51dc555&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.38-16API-withDecoderExtensions-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [4422159/4422159] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.38/ExoPlayer-AirPlay-Receiver-002.00.38-16API-withDecoderExtensions-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/ed5be0f7-51cd-47b0-8f6c-ffd431ba2a7e?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T102837Z&X-Amz-Expires=300&X-Amz-Signature=995b2d58339dbe382d1790052bc7120d32db3d0198f1b219228e3dfb5ea4385c&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.38-16API-withDecoderExtensions-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [4655397/4655397] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.38/ExoPlayer-AirPlay-Receiver-002.00.38-16API-withDecoderExtensions-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-ExoPlayer-AirPlay-Receiver/legacy.zip/refs/tags/v2.0.38 [6088139] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.38/source/Android-ExoPlayer-AirPlay-Receiver-v2.0.38.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/355b1dae-69d3-4135-a261-cec8b03ee4af?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T102844Z&X-Amz-Expires=300&X-Amz-Signature=febcd822bd7c27491af1adb298fd9093c3cf615bee85af11fb3fe53a1bd23db8&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.37-16API-noDecoderExtensions-release.apk&response-content-type=application%2Fvnd.android.package-archive [3130553/3130553] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.37/ExoPlayer-AirPlay-Receiver-002.00.37-16API-noDecoderExtensions-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/27f6864c-08df-4d22-b341-12080f8e4f76?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T102846Z&X-Amz-Expires=300&X-Amz-Signature=e9906f40af3f2331bae8b25fca6796186154700d22d519b5e3113af6583da94e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.37-16API-withDecoderExtensions-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4507217/4507217] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.37/ExoPlayer-AirPlay-Receiver-002.00.37-16API-withDecoderExtensions-arm64-v8a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/f00dc62d-c8e6-4540-85f4-29cfd520fcff?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T102848Z&X-Amz-Expires=300&X-Amz-Signature=5924f7cd3c57072f5bc5a6d40c67c98fcbd0233f36b4bd56dd4b09009ebf329f&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.37-16API-withDecoderExtensions-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4538849/4538849] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.37/ExoPlayer-AirPlay-Receiver-002.00.37-16API-withDecoderExtensions-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/eeeaa875-a989-4f6b-9782-21e7fd0a1ad5?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T102851Z&X-Amz-Expires=300&X-Amz-Signature=d3b33edece122130d981ff379444cafe7a6d0cc46488b5a272cec17c5b46bb29&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.37-16API-withDecoderExtensions-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [4421293/4421293] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.37/ExoPlayer-AirPlay-Receiver-002.00.37-16API-withDecoderExtensions-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/efff030d-c825-43a3-a71e-b0691c7d80b1?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T102853Z&X-Amz-Expires=300&X-Amz-Signature=e8194c8db955ef58a964ee9f8f5468d8cbed4a49d167340645cc1b3e7a056163&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.37-16API-withDecoderExtensions-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [4654507/4654507] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.37/ExoPlayer-AirPlay-Receiver-002.00.37-16API-withDecoderExtensions-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-ExoPlayer-AirPlay-Receiver/legacy.zip/refs/tags/v2.0.37 [6086621] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.37/source/Android-ExoPlayer-AirPlay-Receiver-v2.0.37.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/0f6c6213-e180-47a4-93ea-27832f4b18d4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T102900Z&X-Amz-Expires=300&X-Amz-Signature=1d5c94bb7ba193b3c5c5809e140858978384970fa4a7c4c3882f158bd08c838e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.36-16API-noDecoderExtensions-release.apk&response-content-type=application%2Fvnd.android.package-archive [3130010/3130010] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.36/ExoPlayer-AirPlay-Receiver-002.00.36-16API-noDecoderExtensions-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/c9df986d-0409-4151-9518-f12e70b515a1?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T102902Z&X-Amz-Expires=300&X-Amz-Signature=2cf6f0b13be60e1c246ee58706f9b06f1b797fca77f5e3785f1b1689c66f9dc9&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.36-16API-withDecoderExtensions-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4506246/4506246] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.36/ExoPlayer-AirPlay-Receiver-002.00.36-16API-withDecoderExtensions-arm64-v8a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/9f474359-92dc-407f-8a05-1afe26f8bfcc?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T102904Z&X-Amz-Expires=300&X-Amz-Signature=f555b21e8948f15f75ae666925cb8ffad100f6f33bdac40923496371b05e5236&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.36-16API-withDecoderExtensions-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4537894/4537894] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.36/ExoPlayer-AirPlay-Receiver-002.00.36-16API-withDecoderExtensions-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/e3d20b8f-3b8f-4770-8f03-ae8150e54d78?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T102907Z&X-Amz-Expires=300&X-Amz-Signature=4fa52f4fcec2b18c12ff6cbbae13bf741bb8cf9be391bef35a501e4d691e24af&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.36-16API-withDecoderExtensions-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [4420330/4420330] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.36/ExoPlayer-AirPlay-Receiver-002.00.36-16API-withDecoderExtensions-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/47e7d17f-336c-4b87-8f3a-f7ef5d1c4377?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T102909Z&X-Amz-Expires=300&X-Amz-Signature=2610d333c6ddc9a0c17274f139c726dd551bf83383665a32ed00dda8cb8f3c06&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.36-16API-withDecoderExtensions-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [4653556/4653556] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.36/ExoPlayer-AirPlay-Receiver-002.00.36-16API-withDecoderExtensions-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-ExoPlayer-AirPlay-Receiver/legacy.zip/refs/tags/v2.0.36 [6084843] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.36/source/Android-ExoPlayer-AirPlay-Receiver-v2.0.36.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/a4a15be3-b651-4a5a-905b-0841fe92e8d3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T133406Z&X-Amz-Expires=300&X-Amz-Signature=3accf4ac927eab5e6399af6c066ba2a35f205e5c71b6218a4cde88e6ed5d31d9&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.35-16API-noDecoderExtensions-release.apk&response-content-type=application%2Fvnd.android.package-archive [3121756/3121756] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.35/ExoPlayer-AirPlay-Receiver-002.00.35-16API-noDecoderExtensions-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/890a7485-67cf-435b-91ac-2ffe2f385d89?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T133429Z&X-Amz-Expires=300&X-Amz-Signature=d82ba2fe7baf9a5573ab34f2cf6a2436996ad724b4d6c12c33a8137d8680faca&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.35-16API-withDecoderExtensions-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4497868/4497868] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.35/ExoPlayer-AirPlay-Receiver-002.00.35-16API-withDecoderExtensions-arm64-v8a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/71c182f9-a98b-4e89-a464-12849eece413?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T133516Z&X-Amz-Expires=300&X-Amz-Signature=4aeb5b1cd4440756637e5a9506a9c563751224bd16d9ae29860df767158b636c&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.35-16API-withDecoderExtensions-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4529508/4529508] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.35/ExoPlayer-AirPlay-Receiver-002.00.35-16API-withDecoderExtensions-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/69882777-6ead-4712-b0e6-291a5f067e3f?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T133519Z&X-Amz-Expires=300&X-Amz-Signature=8ec20ee09d822918f08bf198c0d9eb4b92918694e192c1f49e411571f74c662a&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.35-16API-withDecoderExtensions-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [4411940/4411940] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.35/ExoPlayer-AirPlay-Receiver-002.00.35-16API-withDecoderExtensions-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/514115dc-1f70-4c20-baf1-aa7df8eee42d?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T133609Z&X-Amz-Expires=300&X-Amz-Signature=84d7b14b4ade06eb94a1889e413c078942957c9e18ea2509b646eb7f5fb03fb0&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.35-16API-withDecoderExtensions-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [4645170/4645170] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.35/ExoPlayer-AirPlay-Receiver-002.00.35-16API-withDecoderExtensions-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-ExoPlayer-AirPlay-Receiver/legacy.zip/refs/tags/v2.0.35 [6072082] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.35/source/Android-ExoPlayer-AirPlay-Receiver-v2.0.35.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/016e4b56-483e-4493-8eba-b78afddfc5ed?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T133723Z&X-Amz-Expires=300&X-Amz-Signature=0b504ee0b48654771b23ac100af8f82d1816f4bfef72c9c4110f58c5f2c66bf0&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.34-16API-noDecoderExtensions-release.apk&response-content-type=application%2Fvnd.android.package-archive [3118668/3118668] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.34/ExoPlayer-AirPlay-Receiver-002.00.34-16API-noDecoderExtensions-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/236626fe-6026-4d02-87e8-52c8ae43b3f0?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T133726Z&X-Amz-Expires=300&X-Amz-Signature=4749b66bbec5b70d50521f2ddd497102d1da5b8424f63b65c3c061398afdf074&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.34-16API-withDecoderExtensions-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4494892/4494892] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.34/ExoPlayer-AirPlay-Receiver-002.00.34-16API-withDecoderExtensions-arm64-v8a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/10b56035-ea9b-48eb-a3d3-6502bcb745c0?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T133807Z&X-Amz-Expires=300&X-Amz-Signature=6282dd0cb7ea42a1c91284e77347ac70c8f1f95b60d16c977b42cc7661beb4f1&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.34-16API-withDecoderExtensions-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4526536/4526536] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.34/ExoPlayer-AirPlay-Receiver-002.00.34-16API-withDecoderExtensions-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/2ff7072e-e2bb-4a25-813b-c69eb6abd78e?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T133825Z&X-Amz-Expires=300&X-Amz-Signature=0b6d30b690fb4475dbd0805ac7e8c8d12bfd158d22d7b284b9b220af5f791a4e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.34-16API-withDecoderExtensions-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [4408968/4408968] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.34/ExoPlayer-AirPlay-Receiver-002.00.34-16API-withDecoderExtensions-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/de0e7f92-8af8-49f9-9cf6-cd9f38c1419c?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T133923Z&X-Amz-Expires=300&X-Amz-Signature=5cdbfb5916e3113fb234fc2a43e645e09feaca012f3569ce0bfe8ebb0fbc4749&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.34-16API-withDecoderExtensions-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [4642194/4642194] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.34/ExoPlayer-AirPlay-Receiver-002.00.34-16API-withDecoderExtensions-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-ExoPlayer-AirPlay-Receiver/legacy.zip/refs/tags/v2.0.34 [6071484] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.34/source/Android-ExoPlayer-AirPlay-Receiver-v2.0.34.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/1c8847f1-8edf-460b-8101-bb86269d9c61?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T145327Z&X-Amz-Expires=300&X-Amz-Signature=362cd903a893eb48d01788090ecca438a3cdbb6c863ef54160ee757cc97af364&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.33-16API-noDecoderExtensions-release.apk&response-content-type=application%2Fvnd.android.package-archive [3115318/3115318] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.33/ExoPlayer-AirPlay-Receiver-002.00.33-16API-noDecoderExtensions-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/714b414d-eeec-4400-8e39-98b4f99ca431?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T145350Z&X-Amz-Expires=300&X-Amz-Signature=5afc3bf644b722bbeaff416fdb70f867301b974be8b3a548c1f6b87d3738aa56&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.33-16API-withDecoderExtensions-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4491666/4491666] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.33/ExoPlayer-AirPlay-Receiver-002.00.33-16API-withDecoderExtensions-arm64-v8a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/16bb47df-2069-426e-bb56-f15a0800bbcc?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T145424Z&X-Amz-Expires=300&X-Amz-Signature=67a6d363d0534eadcc4b05f62b2b51fcd1fca84fbc1d888601ebd517f695f18c&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.33-16API-withDecoderExtensions-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4523306/4523306] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.33/ExoPlayer-AirPlay-Receiver-002.00.33-16API-withDecoderExtensions-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/04d51fcc-739d-4d96-ba6d-4792e78d8588?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T145451Z&X-Amz-Expires=300&X-Amz-Signature=2760d36ef36b56639f5a93848c2bc2aab4f16c649998f4fccf089b398b706e4e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.33-16API-withDecoderExtensions-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [4405742/4405742] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.33/ExoPlayer-AirPlay-Receiver-002.00.33-16API-withDecoderExtensions-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/cd9cf6bd-a1b8-4763-9e43-202dada8e62a?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T145532Z&X-Amz-Expires=300&X-Amz-Signature=7a1def6ac364948c595f61464ea40a0b36b702794c1d429251ec8fcd4f76802e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.33-16API-withDecoderExtensions-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [4638968/4638968] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.33/ExoPlayer-AirPlay-Receiver-002.00.33-16API-withDecoderExtensions-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-ExoPlayer-AirPlay-Receiver/legacy.zip/refs/tags/v2.0.33 [6069170] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.33/source/Android-ExoPlayer-AirPlay-Receiver-v2.0.33.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/f8846f44-6ebd-4259-9d13-1270e84c105a?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T145603Z&X-Amz-Expires=300&X-Amz-Signature=dd23f2e9b176d2b3b2b5461acef399ab8ac7a3ac487c5bfb6a01380a6233f2c2&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.32-16API-noDecoderExtensions-release.apk&response-content-type=application%2Fvnd.android.package-archive [3114034/3114034] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.32/ExoPlayer-AirPlay-Receiver-002.00.32-16API-noDecoderExtensions-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/243128251/c51adb71-fdd2-415c-9260-3328e5ebb60b?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T145654Z&X-Amz-Expires=300&X-Amz-Signature=39ee50c9edfed490b0218fe81e81f9b9b6b1a406a00ecc48ab99559fda6b99c9&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DExoPlayer-AirPlay-Receiver-002.00.32-16API-withDecoderExtensions-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [4490886/4490886] -> "warren-bank-releases/Android-ExoPlayer-AirPlay-Receiver/v2.0.32/ExoPlayer-AirPlay-Receiver-002.00.32-16API-withDecoderExtensions-arm64-v8a-release.apk" [1]
